id,name_sci,name_en,name_sv
459,Polyplectron chalcurum,Bronze-tailed Peacock-Pheasant,sumatrapåfågelfasan
460,Bambusicola fytchii,Mountain Bamboo Partridge,vitbrynad bambuhöna
461,Bambusicola thoracicus,Chinese Bamboo Partridge,kinesisk bambuhöna
462,Bambusicola sonorivox,Taiwan Bamboo Partridge,taiwanbambuhöna
463,Gallus varius,Green Junglefowl,grön djungelhöna
464,Gallus gallus,Red Junglefowl,röd djungelhöna
465,Gallus sonneratii,Grey Junglefowl,grå djungelhöna
466,Gallus lafayettii,Sri Lanka Junglefowl,ceylondjungelhöna
467,Peliperdix lathami,Latham's Francolin,skogsfrankolin
468,Ortygornis sephaena,Crested Francolin,tofsfrankolin
469,Ortygornis pondicerianus,Grey Francolin,grå frankolin
470,Ortygornis gularis,Swamp Francolin,kärrfrankolin
471,Francolinus pintadeanus,Chinese Francolin,pärlfrankolin
472,Francolinus francolinus,Black Francolin,svart frankolin
473,Francolinus pictus,Painted Francolin,droppfläckig frankolin
474,Campocolinus coqui,Coqui Francolin,coquifrankolin
475,Campocolinus albogularis,White-throated Francolin,vitstrupig frankolin
476,Campocolinus schlegelii,Schlegel's Francolin,schlegelfrankolin
477,Scleroptila streptophora,Ring-necked Francolin,halsbandsfrankolin
478,Scleroptila levaillantii,Red-winged Francolin,rödvingad frankolin
479,Scleroptila finschi,Finsch's Francolin,finschfrankolin
480,Scleroptila psilolaema,Moorland Francolin,höglandsfrankolin
481,Scleroptila afra,Grey-winged Francolin,gråvingad frankolin
482,Scleroptila gutturalis,Orange River Francolin,archerfrankolin
483,Scleroptila shelleyi,Shelley's Francolin,shelleyfrankolin
484,Tetraogallus tibetanus,Tibetan Snowcock,tibetsnöhöna
485,Tetraogallus altaicus,Altai Snowcock,altajsnöhöna
486,Tetraogallus caucasicus,Caucasian Snowcock,kaukasisk snöhöna
487,Tetraogallus caspius,Caspian Snowcock,kaspisk snöhöna
488,Tetraogallus himalayensis,Himalayan Snowcock,himalayasnöhöna
489,Ammoperdix griseogularis,See-see Partridge,visselhöna
490,Ammoperdix heyi,Sand Partridge,ökenhöna
491,Synoicus ypsilophorus,Brown Quail,brunvaktel
492,Synoicus monorthonyx,Snow Mountain Quail,papuavaktel
493,Synoicus chinensis,King Quail,asiatisk blåvaktel
494,Synoicus adansonii,Blue Quail,afrikansk blåvaktel
495,Margaroperdix madagarensis,Madagascar Partridge,madagaskarvaktel
496,Coturnix coturnix,Common Quail,vaktel
497,Coturnix japonica,Japanese Quail,japansk vaktel
498,Coturnix delegorguei,Harlequin Quail,harlekinvaktel
499,Coturnix coromandelica,Rain Quail,regnvaktel
500,Coturnix pectoralis,Stubble Quail,stäppvaktel
501,Coturnix novaezelandiae,New Zealand Quail,nyazeelandvaktel †
502,Alectoris barbara,Barbary Partridge,klipphöna
503,Alectoris melanocephala,Arabian Partridge,arabisk rödhöna
504,Alectoris rufa,Red-legged Partridge,rödhöna
505,Alectoris chukar,Chukar Partridge,berghöna
506,Alectoris graeca,Rock Partridge,stenhöna
507,Alectoris philbyi,Philby's Partridge,svartstrupig berghöna
508,Alectoris magna,Przevalski's Partridge,lössberghöna
509,Perdicula asiatica,Jungle Bush Quail,djungelbuskvaktel
510,Perdicula argoondah,Rock Bush Quail,slättbuskvaktel
511,Perdicula erythrorhyncha,Painted Bush Quail,rödnäbbad buskvaktel
512,Perdicula manipurensis,Manipur Bush Quail,manipurbuskvaktel
513,Ophrysia superciliosa,Himalayan Quail,himalayavaktel †
514,Pternistis hartlaubi,Hartlaub's Spurfowl,kopjesporrhöna
515,Pternistis camerunensis,Mount Cameroon Spurfowl,kamerunsporrhöna
516,Pternistis nobilis,Handsome Spurfowl,rostbukig sporrhöna
517,Pternistis castaneicollis,Chestnut-naped Spurfowl,rostkindad sporrhöna
518,Pternistis atrifrons,Black-fronted Spurfowl,svartpannad sporrhöna
519,Pternistis erckelii,Erckel's Spurfowl,rostkronad sporrhöna
520,Pternistis ochropectus,Djibouti Spurfowl,djiboutisporrhöna
521,Pternistis swierstrai,Swierstra's Spurfowl,angolasporrhöna
522,Pternistis ahantensis,Ahanta Spurfowl,ahantasporrhöna
523,Pternistis griseostriatus,Grey-striped Spurfowl,gråstrimmig sporrhöna
524,Pternistis jacksoni,Jackson's Spurfowl,kikuyusporrhöna
525,Pternistis adspersus,Red-billed Spurfowl,rödnäbbad sporrhöna
526,Pternistis capensis,Cape Spurfowl,kapsporrhöna
527,Pternistis natalensis,Natal Spurfowl,natalsporrhöna
528,Pternistis hildebrandti,Hildebrandt's Spurfowl,bergsporrhöna
529,Pternistis bicalcaratus,Double-spurred Spurfowl,marockansk sporrhöna
530,Pternistis squamatus,Scaly Spurfowl,fjällig sporrhöna
531,Pternistis icterorhynchus,Heuglin's Spurfowl,gulnäbbad sporrhöna
532,Pternistis clappertoni,Clapperton's Spurfowl,sahelsporrhöna
533,Pternistis harwoodi,Harwood's Spurfowl,abaysporrhöna
534,Pternistis swainsonii,Swainson's Spurfowl,svartbent sporrhöna
535,Pternistis leucoscepus,Yellow-necked Spurfowl,gulstrupig sporrhöna
536,Pternistis rufopictus,Grey-breasted Spurfowl,victoriasporrhöna
537,Pternistis afer,Red-necked Spurfowl,rödstrupig sporrhöna
538,Eurostopodus argus,Spotted Nightjar,argusnattskärra
539,Eurostopodus mystacalis,White-throated Nightjar,vitstrupig nattskärra
540,Eurostopodus nigripennis,Solomons Nightjar,salomonnattskärra
541,Eurostopodus exul,New Caledonian Nightjar,nyakaledoniennattskärra
542,Eurostopodus diabolicus,Satanic Nightjar,djävulsnattskärra
543,Eurostopodus papuensis,Papuan Nightjar,papuanattskärra
544,Eurostopodus archboldi,Archbold's Nightjar,archboldnattskärra
545,Lyncornis temminckii,Malaysian Eared Nightjar,malajöronnattskärra
546,Lyncornis macrotis,Great Eared Nightjar,större öronnattskärra
547,Gactornis enarratus,Collared Nightjar,rödnackad nattskärra
548,Chordeiles nacunda,Nacunda Nighthawk,nacundafalknattskärra
549,Chordeiles pusillus,Least Nighthawk,dvärgfalknattskärra
550,Chordeiles rupestris,Sand-colored Nighthawk,sandfalknattskärra
551,Chordeiles acutipennis,Lesser Nighthawk,mindre falknattskärra
552,Chordeiles minor,Common Nighthawk,större falknattskärra
553,Chordeiles gundlachii,Antillean Nighthawk,karibfalknattskärra
554,Lurocalis semitorquatus,Short-tailed Nighthawk,kortstjärtad nattskärra
555,Lurocalis rufiventris,Rufous-bellied Nighthawk,rödbukig nattskärra
556,Nyctiprogne leucopyga,Band-tailed Nighthawk,bandstjärtad nattskärra
557,Nyctiprogne vielliardi,Plain-tailed Nighthawk,caatinganattskärra
558,Nyctipolus nigrescens,Blackish Nightjar,sotnattskärra
559,Nyctipolus hirundinaceus,Pygmy Nightjar,pygménattskärra
560,Nyctidromus albicollis,Pauraque,pauaraquenattskärra
561,Nyctidromus anthonyi,Anthony's Nightjar,tumbesnattskärra
562,Setopagis heterura,Todd's Nightjar,colombianattskärra
563,Setopagis parvula,Little Nightjar,mindre nattskärra
564,Setopagis whitelyi,Roraiman Nightjar,roraimanattskärra
565,Setopagis maculosa,Cayenne Nightjar,cayennenattskärra
566,Eleothreptus anomalus,Sickle-winged Nightjar,lievingad nattskärra
567,Eleothreptus candicans,White-winged Nightjar,vitvingad nattskärra
568,Systellura longirostris,Band-winged Nightjar,bandvingad nattskärra
569,Systellura decussata,Tschudi's Nightjar,tschudinattskärra
570,Uropsalis segmentata,Swallow-tailed Nightjar,svalstjärtsnattskärra
571,Uropsalis lyra,Lyre-tailed Nightjar,lyrstjärtad nattskärra
572,Hydropsalis cayennensis,White-tailed Nightjar,vitstjärtad nattskärra
573,Hydropsalis maculicaudus,Spot-tailed Nightjar,fläckstjärtad nattskärra
574,Hydropsalis climacocerca,Ladder-tailed Nightjar,gaffelstjärtsnattskärra
575,Hydropsalis torquata,Scissor-tailed Nightjar,saxstjärtsnattskärra
576,Macropsalis forcipata,Long-trained Nightjar,släpnattskärra
577,Siphonorhis brewsteri,Least Poorwill,dvärgnattskärra
578,Siphonorhis americana,Jamaican Poorwill,jamaicanattskärra †
579,Nyctiphrynus rosenbergi,Choco Poorwill,chocónattskärra
580,Nyctiphrynus mcleodii,Eared Poorwill,mexikansk nattskärra
581,Nyctiphrynus yucatanicus,Yucatan Poorwill,mayanattskärra
582,Nyctiphrynus ocellatus,Ocellated Poorwill,fläcknattskärra
583,Phalaenoptilus nuttallii,Common Poorwill,dvalnattskärra
584,Antrostomus carolinensis,Chuck-will's-widow,karolinanattskärra
585,Antrostomus rufus,Rufous Nightjar,rödbrun nattskärra
586,Antrostomus cubanensis,Cuban Nightjar,kubanattskärra
587,Antrostomus ekmani,Hispaniolan Nightjar,hispaniolanattskärra
588,Antrostomus salvini,Tawny-collared Nightjar,gråbrun nattskärra
589,Antrostomus badius,Yucatan Nightjar,yucatánnattskärra
590,Antrostomus sericocaudatus,Silky-tailed Nightjar,silkesstjärtad nattskärra
591,Antrostomus ridgwayi,Buff-collared Nightjar,halsbandsnattskärra
592,Antrostomus vociferus,Eastern Whip-poor-will,östlig skriknattskärra
593,Antrostomus arizonae,Mexican Whip-poor-will,västlig skriknattskärra
594,Antrostomus noctitherus,Puerto Rican Nightjar,puertoriconattskärra
595,Antrostomus saturatus,Dusky Nightjar,costaricanattskärra
596,Veles binotatus,Brown Nightjar,kastanjenattskärra
597,Caprimulgus ruficollis,Red-necked Nightjar,rödhalsad nattskärra
598,Caprimulgus indicus,Jungle Nightjar,djungelnattskärra
599,Caprimulgus jotaka,Grey Nightjar,kinesisk nattskärra
600,Caprimulgus phalaena,Palau Nightjar,palaunattskärra
601,Caprimulgus europaeus,European Nightjar,nattskärra
602,Caprimulgus fraenatus,Sombre Nightjar,busknattskärra
603,Caprimulgus rufigena,Rufous-cheeked Nightjar,rödkindad nattskärra
604,Caprimulgus aegyptius,Egyptian Nightjar,ökennattskärra
605,Caprimulgus mahrattensis,Sykes's Nightjar,sindnattskärra
606,Caprimulgus nubicus,Nubian Nightjar,nubisk nattskärra
607,Caprimulgus eximius,Golden Nightjar,guldnattskärra
608,Caprimulgus atripennis,Jerdon's Nightjar,jerdonnattskärra
609,Caprimulgus macrurus,Large-tailed Nightjar,bredstjärtad nattskärra
610,Caprimulgus meesi,Mees's Nightjar,floresnattskärra
611,Caprimulgus andamanicus,Andaman Nightjar,andamannattskärra
612,Caprimulgus manillensis,Philippine Nightjar,filippinnattskärra
613,Caprimulgus celebensis,Sulawesi Nightjar,sulawesinattskärra
614,Caprimulgus donaldsoni,Donaldson Smith's Nightjar,törnnattskärra
615,Caprimulgus nigriscapularis,Black-shouldered Nightjar,mörkskuldrad nattskärra
616,Caprimulgus pectoralis,Fiery-necked Nightjar,visselnattskärra
617,Caprimulgus poliocephalus,Montane Nightjar,bergnattskärra
618,Caprimulgus asiaticus,Indian Nightjar,indisk nattskärra
619,Caprimulgus madagascariensis,Madagascar Nightjar,madagaskarnattskärra
620,Caprimulgus natalensis,Swamp Nightjar,sumpnattskärra
621,Caprimulgus solala,Nechisar Nightjar,nechisarnattskärra
622,Caprimulgus inornatus,Plain Nightjar,sahelnattskärra
623,Caprimulgus stellatus,Star-spotted Nightjar,stjärnfläckig nattskärra
624,Caprimulgus affinis,Savanna Nightjar,savannattskärra
625,Caprimulgus tristigma,Freckled Nightjar,pricknattskärra
626,Caprimulgus concretus,Bonaparte's Nightjar,bonapartenattskärra
627,Caprimulgus pulchellus,Salvadori's Nightjar,salvadorinattskärra
628,Caprimulgus prigoginei,Prigogine's Nightjar,itombwenattskärra
629,Caprimulgus batesi,Bates's Nightjar,batesnattskärra
630,Caprimulgus climacurus,Long-tailed Nightjar,långstjärtad nattskärra
631,Caprimulgus clarus,Slender-tailed Nightjar,kilstjärtad nattskärra
632,Caprimulgus fossii,Square-tailed Nightjar,bantunattskärra
633,Caprimulgus longipennis,Standard-winged Nightjar,vimpelnattskärra
634,Caprimulgus vexillarius,Pennant-winged Nightjar,flaggnattskärra
635,Steatornis caripensis,Oilbird,oljefågel
636,Nyctibius grandis,Great Potoo,större poto
637,Nyctibius aethereus,Long-tailed Potoo,långstjärtad poto
638,Nyctibius jamaicensis,Northern Potoo,nordpoto
639,Nyctibius griseus,Common Potoo,gråpoto
640,Nyctibius maculosus,Andean Potoo,andinsk poto
641,Nyctibius leucopterus,White-winged Potoo,vitvingad poto
642,Nyctibius bracteatus,Rufous Potoo,rödbrun poto
643,Podargus ocellatus,Marbled Frogmouth,marmorgrodmun
644,Podargus papuensis,Papuan Frogmouth,papuagrodmun
645,Podargus strigoides,Tawny Frogmouth,australisk grodmun
646,Rigidipenna inexpectata,Solomons Frogmouth,salomongrodmun
647,Batrachostomus auritus,Large Frogmouth,större grodmun
648,Batrachostomus harterti,Dulit Frogmouth,dulitgrodmun
649,Batrachostomus septimus,Philippine Frogmouth,filippingrodmun
650,Batrachostomus stellatus,Gould's Frogmouth,gouldgrodmun
651,Batrachostomus moniliger,Sri Lanka Frogmouth,ceylongrodmun
652,Batrachostomus hodgsoni,Hodgson's Frogmouth,hodgsongrodmun
653,Batrachostomus poliolophus,Sumatran Frogmouth,sumatragrodmun
654,Batrachostomus mixtus,Bornean Frogmouth,borneogrodmun
655,Batrachostomus javensis,Javan Frogmouth,javagrodmun
656,Batrachostomus affinis,Blyth's Frogmouth,blythgrodmun
657,Batrachostomus chaseni,Palawan Frogmouth,palawangrodmun
658,Batrachostomus cornutus,Sunda Frogmouth,sundagrodmun
659,Aegotheles insignis,Feline Owlet-Nightjar,större uggleskärra
660,Aegotheles tatei,Starry Owlet-Nightjar,stjärnuggleskärra
661,Aegotheles crinifrons,Moluccan Owlet-nightjar,moluckuggleskärra
662,Aegotheles wallacii,Wallace's Owlet-Nightjar,vattrad uggleskärra
663,Aegotheles albertisi,Mountain Owlet-Nightjar,berguggleskärra
664,Aegotheles savesi,New Caledonian Owlet-Nightjar,sotuggleskärra
665,Aegotheles bennettii,Barred Owlet-Nightjar,bennettuggleskärra
666,Aegotheles affinis,Vogelkop Owlet-Nightjar,vogelkopuggleskärra
667,Aegotheles cristatus,Australian Owlet-Nightjar,australisk uggleskärra
668,Hemiprocne coronata,Crested Treeswift,tofsträdseglare
669,Hemiprocne longipennis,Grey-rumped Treeswift,grön trädseglare
670,Hemiprocne comata,Whiskered Treeswift,mindre trädseglare
671,Hemiprocne mystacea,Moustached Treeswift,skäggträdseglare
672,Cypseloides cherriei,Spot-fronted Swift,fläckpannad seglare
673,Cypseloides cryptus,White-chinned Swift,gråhakad seglare
674,Cypseloides storeri,White-fronted Swift,ljuspannad seglare
675,Cypseloides fumigatus,Sooty Swift,sotseglare
676,Cypseloides rothschildi,Rothschild's Swift,brunseglare
677,Cypseloides niger,American Black Swift,svartseglare
678,Cypseloides lemosi,White-chested Swift,vitbröstad seglare
679,Cypseloides senex,Great Dusky Swift,vattenfallsseglare
680,Streptoprocne phelpsi,Tepui Swift,tepuíseglare
681,Streptoprocne rutila,Chestnut-collared Swift,kastanjeseglare
682,Streptoprocne zonaris,White-collared Swift,halsbandsseglare
683,Streptoprocne biscutata,Biscutate Swift,halvmåneseglare
684,Streptoprocne semicollaris,White-naped Swift,vitnackad seglare
685,Hydrochous gigas,Giant Swiftlet,jättesalangan
686,Collocalia affinis,Plume-toed Swiftlet,fjäderfotssalangan
687,Collocalia marginata,Grey-rumped Swiftlet,grågumpssalangan
688,Collocalia isonota,Ridgetop Swiftlet,bergsryggssalangan
689,Collocalia sumbawae,Tenggara Swiftlet,tenggarasalangan
690,Collocalia neglecta,Drab Swiftlet,timorsalangan
691,Collocalia esculenta,Glossy Swiftlet,glanssalangan
692,Collocalia uropygialis,Satin Swiftlet,satängsalangan
693,Collocalia dodgei,Bornean Swiftlet,borneosalangan
694,Collocalia linchi,Cave Swiftlet,javasalangan
695,Collocalia natalis,Christmas Island Swiftlet,julösalangan
696,Collocalia troglodytes,Pygmy Swiftlet,dvärgsalangan
697,Aerodramus elaphrus,Seychelles Swiftlet,seychellsalangan
698,Aerodramus francicus,Mascarene Swiftlet,maskarensalangan
699,Aerodramus unicolor,Indian Swiftlet,malabarsalangan
700,Aerodramus mearnsi,Philippine Swiftlet,filippinsalangan
701,Aerodramus infuscatus,Halmahera Swiftlet,halmaherasalangan
702,Aerodramus sororum,Sulawesi Swiftlet,sulawesisalangan
703,Aerodramus ceramensis,Seram Swiftlet,seramsalangan
704,Aerodramus hirundinaceus,Mountain Swiftlet,bergsalangan
705,Aerodramus spodiopygius,White-rumped Swiftlet,vitgumpad salangan
706,Aerodramus terraereginae,Australian Swiftlet,australisk salangan
707,Aerodramus brevirostris,Himalayan Swiftlet,himalayasalangan
708,Aerodramus vulcanorum,Volcano Swiftlet,vulkansalangan
709,Aerodramus whiteheadi,Whitehead's Swiftlet,storhuvad salangan
710,Aerodramus nuditarsus,Bare-legged Swiftlet,barbent salangan
711,Aerodramus orientalis,Mayr's Swiftlet,mayrsalangan
712,Aerodramus salangana,Mossy-nest Swiftlet,mossbosalangan
713,Aerodramus vanikorensis,Uniform Swiftlet,enfärgad salangan
714,Aerodramus amelis,Ameline Swiftlet,gråsalangan
715,Aerodramus pelewensis,Palau Swiftlet,palausalangan
716,Aerodramus bartschi,Mariana Swiftlet,guamsalangan
717,Aerodramus inquietus,Island Swiftlet,karolinersalangan
718,Aerodramus leucophaeus,Tahiti Swiftlet,tahitisalangan
719,Aerodramus sawtelli,Atiu Swiftlet,atiusalangan
720,Aerodramus ocistus,Marquesan Swiftlet,marquesassalangan
721,Aerodramus maximus,Black-nest Swiftlet,svartbosalangan
722,Aerodramus fuciphagus,Edible-nest Swiftlet,svalbosalangan
723,Aerodramus germani,Germain's Swiftlet,kustsalangan
724,Aerodramus papuensis,Three-toed Swiftlet,papuasalangan
725,Schoutedenapus myoptilus,Scarce Swift,flockseglare
726,Mearnsia picina,Philippine Spine-tailed Swift,filippintaggstjärtseglare
727,Mearnsia novaeguineae,Papuan Spine-tailed Swift,papuataggstjärtseglare
728,Zoonavena grandidieri,Madagascar Spinetail,madagaskartaggstjärtseglare
729,Zoonavena thomensis,Sao Tome Spinetail,sãotométaggstjärtseglare
730,Zoonavena sylvatica,White-rumped Spinetail,vitgumpad taggstjärtseglare
731,Telacanthura ussheri,Mottled Spinetail,vattrad taggstjärtseglare
732,Telacanthura melanopygia,Black Spinetail,svart taggstjärtseglare
733,Rhaphidura leucopygialis,Silver-rumped Spinetail,silvergumpad taggstjärtseglare
734,Rhaphidura sabini,Sabine's Spinetail,Sabines taggstjärtseglare
735,Neafrapus cassini,Cassin's Spinetail,Cassins taggstjärtseglare
736,Neafrapus boehmi,Böhm's Spinetail,Böhms taggstjärtseglare
737,Hirundapus caudacutus,White-throated Needletail,taggstjärtseglare
738,Hirundapus cochinchinensis,Silver-backed Needletail,silverryggig taggstjärtseglare
739,Hirundapus giganteus,Brown-backed Needletail,brunryggig taggstjärtseglare
740,Hirundapus celebensis,Purple Needletail,purpurtaggstjärtseglare
741,Chaetura cinereiventris,Grey-rumped Swift,grågumpseglare
742,Chaetura spinicaudus,Band-rumped Swift,bandgumpseglare
743,Chaetura martinica,Lesser Antillean Swift,antillerseglare
744,Chaetura fumosa,Costa Rican Swift,costaricaseglare
745,Chaetura egregia,Pale-rumped Swift,blekgumpseglare
746,Chaetura pelagica,Chimney Swift,skorstensseglare
747,Chaetura vauxi,Vaux's Swift,småseglare
748,Chaetura chapmani,Chapman's Swift,amazonseglare
749,Chaetura andrei,Ashy-tailed Swift,venezuelaseglare
750,Chaetura meridionalis,Sick's Swift,sickseglare
751,Chaetura brachyura,Short-tailed Swift,kortstjärtad seglare
752,Aeronautes saxatalis,White-throated Swift,brokseglare
753,Aeronautes montivagus,White-tipped Swift,vitmönstrad seglare
754,Aeronautes andecolus,Andean Swift,andinsk seglare
755,Tachornis phoenicobia,Antillean Palm Swift,karibpalmseglare
756,Tachornis furcata,Pygmy Palm Swift,dvärgpalmseglare
757,Tachornis squamata,Neotropical Palm Swift,gaffelstjärtad palmseglare
758,Panyptila sanctihieronymi,Great Swallow-tailed Swift,större svalstjärtsseglare
759,Panyptila cayennensis,Lesser Swallow-tailed Swift,mindre svalstjärtsseglare
760,Cypsiurus parvus,African Palm Swift,afrikansk palmseglare
761,Cypsiurus gracilis,Malagasy Palm Swift,madagaskarpalmseglare
762,Cypsiurus balasiensis,Asian Palm Swift,asiatisk palmseglare
763,Tachymarptis melba,Alpine Swift,alpseglare
764,Tachymarptis aequatorialis,Mottled Swift,vattrad seglare
765,Apus alexandri,Cape Verde Swift,kapverdeseglare
766,Apus apus,Common Swift,tornseglare
767,Apus unicolor,Plain Swift,enfärgad seglare
768,Apus niansae,Nyanza Swift,nyanzaseglare
769,Apus pallidus,Pallid Swift,blek tornseglare
